City,State,Year,Population,Date
Cutter,AZ,2021,86,7/7/2021
Cutter,AZ,2020,84,7/7/2020
Dateland,AZ,2021,225,7/7/2021
Dateland,AZ,2020,257,7/7/2020
Deer Creek,AZ,2021,232,7/7/2021
Deer Creek,AZ,2020,230,7/7/2020
Del Muerto,AZ,2021,244,7/7/2021
Del Muerto,AZ,2020,258,7/7/2020
Dennehotso,AZ,2021,555,7/7/2021
Dennehotso,AZ,2020,587,7/7/2020
Desert Hills,AZ,2021,2868,7/7/2021
Desert Hills,AZ,2020,2764,7/7/2020
Dewey-Humboldt,AZ,2021,4412,7/7/2021
Dewey-Humboldt,AZ,2020,4326,7/7/2020
Dewey-Humboldt,AZ,2019,4137,7/7/2019
Dewey-Humboldt,AZ,2018,4104,7/7/2018
Dewey-Humboldt,AZ,2017,4065,7/7/2017
Dewey-Humboldt,AZ,2016,4034,7/7/2016
Dewey-Humboldt,AZ,2015,3978,7/7/2015
Dewey-Humboldt,AZ,2014,3957,7/7/2014
Dewey-Humboldt,AZ,2013,3923,7/7/2013
Dewey-Humboldt,AZ,2012,3899,7/7/2012
Dewey-Humboldt,AZ,2011,3886,7/7/2011
Dewey-Humboldt,AZ,2010,3897,7/7/2010
Dewey-Humboldt,AZ,2009,3809,7/7/2009
Dewey-Humboldt,AZ,2008,3827,7/7/2008
Dewey-Humboldt,AZ,2007,3769,7/7/2007
Dewey-Humboldt,AZ,2006,3677,7/7/2006
Dewey-Humboldt,AZ,2005,3580,7/7/2005
Dewey-Humboldt,AZ,2004,3549,7/7/2004
Dewey-Humboldt,AZ,2003,3482,7/7/2003
Dewey-Humboldt,AZ,2002,3481,7/7/2002
Dewey-Humboldt,AZ,2001,3450,7/7/2001
Dewey-Humboldt,AZ,2000,3431,7/7/2000
Dilkon,AZ,2021,1196,7/7/2021
Dilkon,AZ,2020,1194,7/7/2020
Dolan Springs,AZ,2021,1674,7/7/2021
Dolan Springs,AZ,2020,1734,7/7/2020
Doney Park,AZ,2021,6014,7/7/2021
Doney Park,AZ,2020,5910,7/7/2020
Donovan Estates,AZ,2021,1253,7/7/2021
Donovan Estates,AZ,2020,1295,7/7/2020
Douglas,AZ,2021,16366,7/7/2021
Douglas,AZ,2020,16534,7/7/2020
Douglas,AZ,2019,16193,7/7/2019
Douglas,AZ,2018,15932,7/7/2018
Douglas,AZ,2017,16181,7/7/2017
Douglas,AZ,2016,16600,7/7/2016
Douglas,AZ,2015,16592,7/7/2015
Douglas,AZ,2014,16774,7/7/2014
Douglas,AZ,2013,16836,7/7/2013
Douglas,AZ,2012,16988,7/7/2012
Douglas,AZ,2011,17576,7/7/2011
Douglas,AZ,2010,17609,7/7/2010
Douglas,AZ,2009,17451,7/7/2009
Douglas,AZ,2008,17384,7/7/2008
Douglas,AZ,2007,17232,7/7/2007
Douglas,AZ,2006,17045,7/7/2006
Douglas,AZ,2005,16869,7/7/2005
Douglas,AZ,2004,16493,7/7/2004
Douglas,AZ,2003,16454,7/7/2003
Douglas,AZ,2002,16443,7/7/2002
Douglas,AZ,2001,16407,7/7/2001
Douglas,AZ,2000,16592,7/7/2000
Dragoon,AZ,2021,172,7/7/2021
Dragoon,AZ,2020,178,7/7/2020
Drexel Heights,AZ,2021,27477,7/7/2021
Drexel Heights,AZ,2020,27523,7/7/2020
Dripping Springs,AZ,2021,124,7/7/2021
Dripping Springs,AZ,2020,142,7/7/2020
Drysdale,AZ,2021,215,7/7/2021
Drysdale,AZ,2020,225,7/7/2020
Dudleyville,AZ,2021,525,7/7/2021
Dudleyville,AZ,2020,597,7/7/2020
Duncan,AZ,2021,694,7/7/2021
Duncan,AZ,2020,694,7/7/2020
Duncan,AZ,2019,788,7/7/2019
Duncan,AZ,2018,785,7/7/2018
Duncan,AZ,2017,787,7/7/2017
Duncan,AZ,2016,806,7/7/2016
Duncan,AZ,2015,804,7/7/2015
Duncan,AZ,2014,786,7/7/2014
Duncan,AZ,2013,749,7/7/2013
Duncan,AZ,2012,728,7/7/2012
Duncan,AZ,2011,712,7/7/2011
Duncan,AZ,2010,689,7/7/2010
Duncan,AZ,2008,782,7/7/2008
Duncan,AZ,2007,736,7/7/2007
Duncan,AZ,2006,708,7/7/2006
Duncan,AZ,2005,693,7/7/2005
Duncan,AZ,2004,694,7/7/2004
Duncan,AZ,2003,701,7/7/2003
Duncan,AZ,2002,732,7/7/2002
Duncan,AZ,2001,787,7/7/2001
Duncan,AZ,2000,812,7/7/2000
Eagar,AZ,2021,4297,7/7/2021
Eagar,AZ,2020,4395,7/7/2020
Eagar,AZ,2019,4941,7/7/2019
Eagar,AZ,2018,4893,7/7/2018
Eagar,AZ,2017,4873,7/7/2017
Eagar,AZ,2016,4865,7/7/2016
Eagar,AZ,2015,4853,7/7/2015
Eagar,AZ,2014,4909,7/7/2014
Eagar,AZ,2013,4946,7/7/2013
Eagar,AZ,2012,4934,7/7/2012
Eagar,AZ,2011,4924,7/7/2011
Eagar,AZ,2010,4914,7/7/2010
Eagar,AZ,2009,4516,7/7/2009
Eagar,AZ,2008,4439,7/7/2008
Eagar,AZ,2007,4371,7/7/2007
Eagar,AZ,2006,4162,7/7/2006
Eagar,AZ,2005,4061,7/7/2005
Eagar,AZ,2004,4008,7/7/2004
Eagar,AZ,2003,3989,7/7/2003
Eagar,AZ,2002,3943,7/7/2002
Eagar,AZ,2001,3967,7/7/2001
Eagar,AZ,2000,4044,7/7/2000
East Fork,AZ,2021,666,7/7/2021
East Fork,AZ,2020,672,7/7/2020
East Globe,AZ,2021,265,7/7/2021
East Globe,AZ,2020,259,7/7/2020
East Verde Estates,AZ,2021,147,7/7/2021
East Verde Estates,AZ,2020,151,7/7/2020
Ehrenberg,AZ,2021,621,7/7/2021
Ehrenberg,AZ,2020,763,7/7/2020
El Capitan,AZ,2021,50,7/7/2021
El Capitan,AZ,2020,48,7/7/2020
El Mirage,AZ,2021,36607,7/7/2021
El Mirage,AZ,2020,35805,7/7/2020
El Mirage,AZ,2019,35753,7/7/2019
El Mirage,AZ,2018,35549,7/7/2018
El Mirage,AZ,2017,35409,7/7/2017
El Mirage,AZ,2016,35185,7/7/2016
El Mirage,AZ,2015,34733,7/7/2015
El Mirage,AZ,2014,34068,7/7/2014
El Mirage,AZ,2013,33479,7/7/2013
El Mirage,AZ,2012,32850,7/7/2012
El Mirage,AZ,2011,32256,7/7/2011
El Mirage,AZ,2010,31807,7/7/2010
El Mirage,AZ,2009,24814,7/7/2009
El Mirage,AZ,2008,24777,7/7/2008
El Mirage,AZ,2007,24703,7/7/2007
El Mirage,AZ,2006,23980,7/7/2006
El Mirage,AZ,2005,23354,7/7/2005
El Mirage,AZ,2004,22379,7/7/2004
El Mirage,AZ,2003,20943,7/7/2003
El Mirage,AZ,2002,17050,7/7/2002
El Mirage,AZ,2001,11875,7/7/2001
El Mirage,AZ,2000,8375,7/7/2000
El Prado Estates,AZ,2021,284,7/7/2021
El Prado Estates,AZ,2020,320,7/7/2020
Elephant Head,AZ,2021,584,7/7/2021
Elephant Head,AZ,2020,588,7/7/2020
Elfrida,AZ,2021,413,7/7/2021
Elfrida,AZ,2020,421,7/7/2020
Elgin,AZ,2021,162,7/7/2021
Elgin,AZ,2020,162,7/7/2020
Eloy,AZ,2021,15435,7/7/2021
Eloy,AZ,2020,15635,7/7/2020
Eloy,AZ,2019,19625,7/7/2019
Eloy,AZ,2018,19339,7/7/2018
Eloy,AZ,2017,19190,7/7/2017
Eloy,AZ,2016,17355,7/7/2016
Eloy,AZ,2015,17822,7/7/2015
Eloy,AZ,2014,16555,7/7/2014
Eloy,AZ,2013,16841,7/7/2013
Eloy,AZ,2012,17270,7/7/2012
Eloy,AZ,2011,16957,7/7/2011
Eloy,AZ,2010,16824,7/7/2010
Eloy,AZ,2009,13308,7/7/2009
Eloy,AZ,2008,12932,7/7/2008
Eloy,AZ,2007,12070,7/7/2007
Eloy,AZ,2006,10798,7/7/2006
Eloy,AZ,2005,10902,7/7/2005
Eloy,AZ,2004,10862,7/7/2004
Eloy,AZ,2003,10934,7/7/2003
Eloy,AZ,2002,10807,7/7/2002
Eloy,AZ,2001,10645,7/7/2001
Eloy,AZ,2000,10512,7/7/2000
First Mesa,AZ,2021,1312,7/7/2021
First Mesa,AZ,2020,1352,7/7/2020
Flagstaff,AZ,2021,79023,7/7/2021
Flagstaff,AZ,2020,76831,7/7/2020
Flagstaff,AZ,2019,75038,7/7/2019
Flagstaff,AZ,2018,73762,7/7/2018
Flagstaff,AZ,2017,72037,7/7/2017
Flagstaff,AZ,2016,71149,7/7/2016
Flagstaff,AZ,2015,69966,7/7/2015
Flagstaff,AZ,2014,68609,7/7/2014
Flagstaff,AZ,2013,68090,7/7/2013
Flagstaff,AZ,2012,67913,7/7/2012
Flagstaff,AZ,2011,66071,7/7/2011
Flagstaff,AZ,2010,66088,7/7/2010
Flagstaff,AZ,2009,60611,7/7/2009
Flagstaff,AZ,2008,59956,7/7/2008
Flagstaff,AZ,2007,59562,7/7/2007
Flagstaff,AZ,2006,58519,7/7/2006
Flagstaff,AZ,2005,57681,7/7/2005
Flagstaff,AZ,2004,57177,7/7/2004
Flagstaff,AZ,2003,55840,7/7/2003
Flagstaff,AZ,2002,55047,7/7/2002
Flagstaff,AZ,2001,53632,7/7/2001
Flagstaff,AZ,2000,53095,7/7/2000
Florence,AZ,2021,27035,7/7/2021
Florence,AZ,2020,26785,7/7/2020
Florence,AZ,2019,27422,7/7/2019
Florence,AZ,2018,26896,7/7/2018
Florence,AZ,2017,25879,7/7/2017
Florence,AZ,2016,25880,7/7/2016
Florence,AZ,2015,26041,7/7/2015
Florence,AZ,2014,26263,7/7/2014
Florence,AZ,2013,25059,7/7/2013
Florence,AZ,2012,25955,7/7/2012
Florence,AZ,2011,25802,7/7/2011
Florence,AZ,2010,26187,7/7/2010
Florence,AZ,2009,21769,7/7/2009
Florence,AZ,2008,20897,7/7/2008
Florence,AZ,2007,19742,7/7/2007
Florence,AZ,2006,17962,7/7/2006
Florence,AZ,2005,17328,7/7/2005
Florence,AZ,2004,18300,7/7/2004
Florence,AZ,2003,18484,7/7/2003
Florence,AZ,2002,18129,7/7/2002
Florence,AZ,2001,17656,7/7/2001
Florence,AZ,2000,17308,7/7/2000
Flowing Springs,AZ,2021,32,7/7/2021
Flowing Springs,AZ,2020,34,7/7/2020
Flowing Wells,AZ,2021,15505,7/7/2021
Flowing Wells,AZ,2020,15657,7/7/2020
Fort Apache,AZ,2021,107,7/7/2021
Fort Apache,AZ,2020,113,7/7/2020
Fort Defiance,AZ,2021,3525,7/7/2021
Fort Defiance,AZ,2020,3541,7/7/2020
Fort Mohave,AZ,2021,16556,7/7/2021
Fort Mohave,AZ,2020,16190,7/7/2020
Fort Thomas,AZ,2021,307,7/7/2021
Fort Thomas,AZ,2020,319,7/7/2020
Fort Valley,AZ,2021,1862,7/7/2021
Fort Valley,AZ,2020,1682,7/7/2020
Fortuna Foothills,AZ,2021,28078,7/7/2021
Fortuna Foothills,AZ,2020,27776,7/7/2020
Fountain Hills,AZ,2021,24086,7/7/2021
Fountain Hills,AZ,2020,23820,7/7/2020
Fountain Hills,AZ,2019,25200,7/7/2019
Fountain Hills,AZ,2018,24922,7/7/2018
Fountain Hills,AZ,2017,24729,7/7/2017
Fountain Hills,AZ,2016,24536,7/7/2016
Fountain Hills,AZ,2015,24255,7/7/2015
Fountain Hills,AZ,2014,23882,7/7/2014
Fountain Hills,AZ,2013,23554,7/7/2013
Fountain Hills,AZ,2012,23241,7/7/2012
Fountain Hills,AZ,2011,22825,7/7/2011
Fountain Hills,AZ,2010,22513,7/7/2010
Fountain Hills,AZ,2009,25388,7/7/2009
Fountain Hills,AZ,2008,25254,7/7/2008
Fountain Hills,AZ,2007,25093,7/7/2007
Fountain Hills,AZ,2006,24632,7/7/2006
Fountain Hills,AZ,2005,23649,7/7/2005
Fountain Hills,AZ,2004,22887,7/7/2004
Fountain Hills,AZ,2003,22493,7/7/2003
Fountain Hills,AZ,2002,22138,7/7/2002
Fountain Hills,AZ,2001,21499,7/7/2001
Fountain Hills,AZ,2000,20482,7/7/2000
Franklin,AZ,2021,71,7/7/2021
Franklin,AZ,2020,75,7/7/2020
Fredonia,AZ,2021,1325,7/7/2021
Fredonia,AZ,2020,1323,7/7/2020
Fredonia,AZ,2019,1281,7/7/2019
Fredonia,AZ,2018,1297,7/7/2018
Fredonia,AZ,2017,1306,7/7/2017
Fredonia,AZ,2016,1319,7/7/2016
Fredonia,AZ,2015,1319,7/7/2015
Fredonia,AZ,2014,1322,7/7/2014
Fredonia,AZ,2013,1319,7/7/2013
Fredonia,AZ,2012,1315,7/7/2012
Fredonia,AZ,2011,1321,7/7/2011
Fredonia,AZ,2010,1332,7/7/2010
Fredonia,AZ,2009,1145,7/7/2009
Fredonia,AZ,2008,1130,7/7/2008
Fredonia,AZ,2007,1102,7/7/2007
Fredonia,AZ,2006,1077,7/7/2006
Fredonia,AZ,2005,1063,7/7/2005
Fredonia,AZ,2004,1055,7/7/2004
Fredonia,AZ,2003,1052,7/7/2003
Fredonia,AZ,2002,1059,7/7/2002
Fredonia,AZ,2001,1039,7/7/2001
Fredonia,AZ,2000,1037,7/7/2000
Freedom Acres,AZ,2021,92,7/7/2021
Freedom Acres,AZ,2020,90,7/7/2020
Gadsden,AZ,2021,549,7/7/2021
Gadsden,AZ,2020,571,7/7/2020
Ganado,AZ,2021,817,7/7/2021
Ganado,AZ,2020,883,7/7/2020
Geronimo Estates,AZ,2021,24,7/7/2021
Geronimo Estates,AZ,2020,30,7/7/2020
Gila Bend,AZ,2021,1886,7/7/2021
Gila Bend,AZ,2020,1892,7/7/2020
Gila Bend,AZ,2019,2100,7/7/2019
Gila Bend,AZ,2018,2087,7/7/2018
Gila Bend,AZ,2017,2081,7/7/2017
Gila Bend,AZ,2016,2073,7/7/2016
Gila Bend,AZ,2015,2054,7/7/2015
Gila Bend,AZ,2014,2028,7/7/2014
Gila Bend,AZ,2013,2005,7/7/2013
Gila Bend,AZ,2012,1980,7/7/2012
Gila Bend,AZ,2011,1946,7/7/2011
Gila Bend,AZ,2010,1922,7/7/2010
Gila Bend,AZ,2009,1834,7/7/2009
Gila Bend,AZ,2008,1833,7/7/2008
Gila Bend,AZ,2007,1825,7/7/2007
Gila Bend,AZ,2006,1807,7/7/2006
Gila Bend,AZ,2005,1819,7/7/2005
Gila Bend,AZ,2004,1847,7/7/2004
Gila Bend,AZ,2003,1891,7/7/2003
Gila Bend,AZ,2002,1934,7/7/2002
Gila Bend,AZ,2001,1967,7/7/2001
Gila Bend,AZ,2000,1998,7/7/2000
Gila Crossing,AZ,2021,640,7/7/2021
Gila Crossing,AZ,2020,636,7/7/2020
Gilbert,AZ,2021,279810,7/7/2021
Gilbert,AZ,2020,267918,7/7/2020
Gilbert,AZ,2019,254114,7/7/2019
Gilbert,AZ,2018,249914,7/7/2018
Gilbert,AZ,2017,242695,7/7/2017
Gilbert,AZ,2016,237139,7/7/2016
Gilbert,AZ,2015,232401,7/7/2015
Gilbert,AZ,2014,227308,7/7/2014
Gilbert,AZ,2013,221626,7/7/2013
Gilbert,AZ,2012,215916,7/7/2012
Gilbert,AZ,2011,211466,7/7/2011
Gilbert,AZ,2010,209493,7/7/2010
Gilbert,AZ,2009,222075,7/7/2009
Gilbert,AZ,2008,216661,7/7/2008
Gilbert,AZ,2007,206604,7/7/2007
Gilbert,AZ,2006,196293,7/7/2006
Gilbert,AZ,2005,182713,7/7/2005
Gilbert,AZ,2004,164513,7/7/2004
Gilbert,AZ,2003,152481,7/7/2003
Gilbert,AZ,2002,141077,7/7/2002
Gilbert,AZ,2001,127900,7/7/2001
Gilbert,AZ,2000,117306,7/7/2000
Gisela,AZ,2021,530,7/7/2021
Gisela,AZ,2020,536,7/7/2020
Glendale,AZ,2021,252645,7/7/2021
Glendale,AZ,2020,248325,7/7/2020
Glendale,AZ,2019,252381,7/7/2019
Glendale,AZ,2018,249955,7/7/2018
Glendale,AZ,2017,247784,7/7/2017
Glendale,AZ,2016,245903,7/7/2016
Glendale,AZ,2015,243103,7/7/2015
Glendale,AZ,2014,239964,7/7/2014
Glendale,AZ,2013,236869,7/7/2013
Glendale,AZ,2012,233588,7/7/2012
Glendale,AZ,2011,229304,7/7/2011
Glendale,AZ,2010,226236,7/7/2010
Glendale,AZ,2009,253209,7/7/2009
Glendale,AZ,2008,251772,7/7/2008
Glendale,AZ,2007,250936,7/7/2007
Glendale,AZ,2006,247180,7/7/2006
Glendale,AZ,2005,244230,7/7/2005
Glendale,AZ,2004,239423,7/7/2004
Glendale,AZ,2003,235940,7/7/2003
Glendale,AZ,2002,232394,7/7/2002
Glendale,AZ,2001,230261,7/7/2001
Glendale,AZ,2000,221780,7/7/2000
Globe,AZ,2021,7193,7/7/2021
Globe,AZ,2020,7249,7/7/2020
Globe,AZ,2019,7347,7/7/2019
Globe,AZ,2018,7336,7/7/2018
Globe,AZ,2017,7361,7/7/2017
Globe,AZ,2016,7341,7/7/2016
Globe,AZ,2015,7315,7/7/2015
Globe,AZ,2014,7336,7/7/2014
Globe,AZ,2013,7348,7/7/2013
Globe,AZ,2012,7387,7/7/2012
Globe,AZ,2011,7497,7/7/2011
Globe,AZ,2010,7525,7/7/2010
Globe,AZ,2009,7157,7/7/2009
Globe,AZ,2008,7193,7/7/2008
Globe,AZ,2007,7099,7/7/2007
Globe,AZ,2006,7069,7/7/2006
Globe,AZ,2005,7081,7/7/2005
Globe,AZ,2004,7133,7/7/2004
Globe,AZ,2003,7197,7/7/2003
Globe,AZ,2002,7308,7/7/2002
Globe,AZ,2001,7370,7/7/2001
Globe,AZ,2000,7473,7/7/2000
Golden Shores,AZ,2021,1903,7/7/2021
Golden Shores,AZ,2020,1927,7/7/2020
Golden Valley,AZ,2021,8887,7/7/2021
Golden Valley,AZ,2020,8801,7/7/2020
Goodyear,AZ,2021,101298,7/7/2021
Goodyear,AZ,2020,95294,7/7/2020
Goodyear,AZ,2019,86840,7/7/2019
Goodyear,AZ,2018,82873,7/7/2018
Goodyear,AZ,2017,79945,7/7/2017
Goodyear,AZ,2016,77412,7/7/2016
Goodyear,AZ,2015,74815,7/7/2015
Goodyear,AZ,2014,72346,7/7/2014
Goodyear,AZ,2013,70392,7/7/2013
Goodyear,AZ,2012,67822,7/7/2012
Goodyear,AZ,2011,66589,7/7/2011
Goodyear,AZ,2010,65502,7/7/2010
Goodyear,AZ,2009,63688,7/7/2009
Goodyear,AZ,2008,59548,7/7/2008
Goodyear,AZ,2007,54136,7/7/2007
Goodyear,AZ,2006,48618,7/7/2006
Goodyear,AZ,2005,42303,7/7/2005
Goodyear,AZ,2004,35652,7/7/2004
Goodyear,AZ,2003,30625,7/7/2003
Goodyear,AZ,2002,26604,7/7/2002
Goodyear,AZ,2001,22307,7/7/2001
Goodyear,AZ,2000,19636,7/7/2000
Goodyear Village,AZ,2021,465,7/7/2021
Goodyear Village,AZ,2020,463,7/7/2020
Grand Canyon Village,AZ,2021,1740,7/7/2021
Grand Canyon Village,AZ,2020,1784,7/7/2020
Grand Canyon West,AZ,2021,0,7/7/2021
Grand Canyon West,AZ,2020,0,7/7/2020
Greasewood,AZ,2021,336,7/7/2021
Greasewood,AZ,2020,372,7/7/2020
Green Valley,AZ,2021,22860,7/7/2021
Green Valley,AZ,2020,22616,7/7/2020
Greer,AZ,2021,62,7/7/2021
Greer,AZ,2020,58,7/7/2020
Gu Oidak,AZ,2021,114,7/7/2021
Gu Oidak,AZ,2020,126,7/7/2020
Guadalupe,AZ,2021,5282,7/7/2021
Guadalupe,AZ,2020,5322,7/7/2020
Guadalupe,AZ,2019,6631,7/7/2019
Guadalupe,AZ,2018,6574,7/7/2018
Guadalupe,AZ,2017,6556,7/7/2017
Guadalupe,AZ,2016,6365,7/7/2016
Guadalupe,AZ,2015,6288,7/7/2015
Guadalupe,AZ,2014,6210,7/7/2014
Guadalupe,AZ,2013,6110,7/7/2013
Guadalupe,AZ,2012,6000,7/7/2012
Guadalupe,AZ,2011,5874,7/7/2011
Guadalupe,AZ,2010,5529,7/7/2010
Guadalupe,AZ,2009,5972,7/7/2009
Guadalupe,AZ,2008,5954,7/7/2008
Guadalupe,AZ,2007,5586,7/7/2007
Guadalupe,AZ,2006,5549,7/7/2006
Guadalupe,AZ,2005,5516,7/7/2005
Guadalupe,AZ,2004,5445,7/7/2004
Guadalupe,AZ,2003,5381,7/7/2003
Guadalupe,AZ,2002,5374,7/7/2002
Guadalupe,AZ,2001,5256,7/7/2001
Guadalupe,AZ,2000,5231,7/7/2000
Hackberry,AZ,2021,111,7/7/2021
Hackberry,AZ,2020,103,7/7/2020
Haigler Creek,AZ,2021,39,7/7/2021
Haigler Creek,AZ,2020,35,7/7/2020
Haivana Nakya,AZ,2021,68,7/7/2021
Haivana Nakya,AZ,2020,72,7/7/2020
Hard Rock,AZ,2021,26,7/7/2021
Hard Rock,AZ,2020,38,7/7/2020
Hayden,AZ,2021,482,7/7/2021
Hayden,AZ,2020,512,7/7/2020
Hayden,AZ,2019,631,7/7/2019
Hayden,AZ,2018,632,7/7/2018
Hayden,AZ,2017,632,7/7/2017
Hayden,AZ,2016,633,7/7/2016
Hayden,AZ,2015,644,7/7/2015
Hayden,AZ,2014,647,7/7/2014
Hayden,AZ,2013,648,7/7/2013
Hayden,AZ,2012,650,7/7/2012
Hayden,AZ,2011,657,7/7/2011
Hayden,AZ,2010,660,7/7/2010
Hayden,AZ,2009,808,7/7/2009
Hayden,AZ,2008,814,7/7/2008
Hayden,AZ,2007,822,7/7/2007
Hayden,AZ,2006,823,7/7/2006
Hayden,AZ,2005,826,7/7/2005
Hayden,AZ,2004,835,7/7/2004
Hayden,AZ,2003,846,7/7/2003
Hayden,AZ,2002,862,7/7/2002
Hayden,AZ,2001,871,7/7/2001
Hayden,AZ,2000,889,7/7/2000
Heber-Overgaard,AZ,2021,2914,7/7/2021
Heber-Overgaard,AZ,2020,2898,7/7/2020
Holbrook,AZ,2021,4818,7/7/2021
Holbrook,AZ,2020,4858,7/7/2020
Holbrook,AZ,2019,5084,7/7/2019
Holbrook,AZ,2018,5082,7/7/2018
Holbrook,AZ,2017,5056,7/7/2017
Holbrook,AZ,2016,5022,7/7/2016
Holbrook,AZ,2015,4987,7/7/2015
Holbrook,AZ,2014,4998,7/7/2014
Holbrook,AZ,2013,4986,7/7/2013
Holbrook,AZ,2012,5007,7/7/2012
Holbrook,AZ,2011,5016,7/7/2011
Holbrook,AZ,2010,5053,7/7/2010
Holbrook,AZ,2009,5083,7/7/2009
Holbrook,AZ,2008,5076,7/7/2008
Holbrook,AZ,2007,5085,7/7/2007
Holbrook,AZ,2006,5083,7/7/2006
Holbrook,AZ,2005,5092,7/7/2005
Holbrook,AZ,2004,5080,7/7/2004
Holbrook,AZ,2003,5066,7/7/2003
Holbrook,AZ,2002,5033,7/7/2002
Holbrook,AZ,2001,4948,7/7/2001
Holbrook,AZ,2000,4967,7/7/2000
Hondah,AZ,2021,814,7/7/2021
Hondah,AZ,2020,814,7/7/2020
Hotevilla-Bacavi,AZ,2021,1009,7/7/2021
Hotevilla-Bacavi,AZ,2020,1001,7/7/2020
Houck,AZ,2021,858,7/7/2021
Houck,AZ,2020,886,7/7/2020
Huachuca City,AZ,2021,1580,7/7/2021
Huachuca City,AZ,2020,1626,7/7/2020
Huachuca City,AZ,2019,1736,7/7/2019
Huachuca City,AZ,2018,1733,7/7/2018
Huachuca City,AZ,2017,1731,7/7/2017
Huachuca City,AZ,2016,1742,7/7/2016
Huachuca City,AZ,2015,1762,7/7/2015
Huachuca City,AZ,2014,1781,7/7/2014
Huachuca City,AZ,2013,1807,7/7/2013
Huachuca City,AZ,2012,1836,7/7/2012
Huachuca City,AZ,2011,1867,7/7/2011
Huachuca City,AZ,2010,1861,7/7/2010
Huachuca City,AZ,2009,1956,7/7/2009
Huachuca City,AZ,2008,1952,7/7/2008
Huachuca City,AZ,2007,1953,7/7/2007
Huachuca City,AZ,2006,1852,7/7/2006
Huachuca City,AZ,2005,1881,7/7/2005
Huachuca City,AZ,2004,1870,7/7/2004
Huachuca City,AZ,2003,1815,7/7/2003
Huachuca City,AZ,2002,1772,7/7/2002
Huachuca City,AZ,2001,1757,7/7/2001
Huachuca City,AZ,2000,1754,7/7/2000
Hunter Creek,AZ,2021,51,7/7/2021
Hunter Creek,AZ,2020,51,7/7/2020
Icehouse Canyon,AZ,2021,554,7/7/2021
Icehouse Canyon,AZ,2020,574,7/7/2020
Indian Wells,AZ,2021,228,7/7/2021
Indian Wells,AZ,2020,232,7/7/2020
Jakes Corner,AZ,2021,102,7/7/2021
Jakes Corner,AZ,2020,98,7/7/2020
Jeddito,AZ,2021,356,7/7/2021
Jeddito,AZ,2020,346,7/7/2020
