City,State,Year,Population,Date
Jerome,AZ,2021,468,7/7/2021
Jerome,AZ,2020,464,7/7/2020
Jerome,AZ,2019,455,7/7/2019
Jerome,AZ,2018,457,7/7/2018
Jerome,AZ,2017,455,7/7/2017
Jerome,AZ,2016,455,7/7/2016
Jerome,AZ,2015,453,7/7/2015
Jerome,AZ,2014,451,7/7/2014
Jerome,AZ,2013,447,7/7/2013
Jerome,AZ,2012,444,7/7/2012
Jerome,AZ,2011,444,7/7/2011
Jerome,AZ,2010,445,7/7/2010
Jerome,AZ,2009,378,7/7/2009
Jerome,AZ,2008,379,7/7/2008
Jerome,AZ,2007,380,7/7/2007
Jerome,AZ,2006,376,7/7/2006
Jerome,AZ,2005,369,7/7/2005
Jerome,AZ,2004,366,7/7/2004
Jerome,AZ,2003,362,7/7/2003
Jerome,AZ,2002,362,7/7/2002
Jerome,AZ,2001,360,7/7/2001
Jerome,AZ,2000,359,7/7/2000
Joseph City,AZ,2021,1291,7/7/2021
Joseph City,AZ,2020,1307,7/7/2020
Kachina Village,AZ,2021,2478,7/7/2021
Kachina Village,AZ,2020,2502,7/7/2020
Kaibab,AZ,2021,144,7/7/2021
Kaibab,AZ,2020,140,7/7/2020
Kaibito,AZ,2021,1544,7/7/2021
Kaibito,AZ,2020,1540,7/7/2020
Kaka,AZ,2021,71,7/7/2021
Kaka,AZ,2020,83,7/7/2020
Katherine,AZ,2021,70,7/7/2021
Katherine,AZ,2020,76,7/7/2020
Kayenta,AZ,2021,4566,7/7/2021
Kayenta,AZ,2020,4670,7/7/2020
Keams Canyon,AZ,2021,257,7/7/2021
Keams Canyon,AZ,2020,265,7/7/2020
Kearny,AZ,2021,1699,7/7/2021
Kearny,AZ,2020,1741,7/7/2020
Kearny,AZ,2019,2168,7/7/2019
Kearny,AZ,2018,2137,7/7/2018
Kearny,AZ,2017,2100,7/7/2017
Kearny,AZ,2016,2063,7/7/2016
Kearny,AZ,2015,2016,7/7/2015
Kearny,AZ,2014,1981,7/7/2014
Kearny,AZ,2013,1943,7/7/2013
Kearny,AZ,2012,1940,7/7/2012
Kearny,AZ,2011,1933,7/7/2011
Kearny,AZ,2010,1956,7/7/2010
Kearny,AZ,2009,3446,7/7/2009
Kearny,AZ,2008,3311,7/7/2008
Kearny,AZ,2007,3113,7/7/2007
Kearny,AZ,2006,2866,7/7/2006
Kearny,AZ,2005,2738,7/7/2005
Kearny,AZ,2004,2598,7/7/2004
Kearny,AZ,2003,2490,7/7/2003
Kearny,AZ,2002,2389,7/7/2002
Kearny,AZ,2001,2319,7/7/2001
Kearny,AZ,2000,2263,7/7/2000
Kingman,AZ,2021,33613,7/7/2021
Kingman,AZ,2020,32689,7/7/2020
Kingman,AZ,2019,31013,7/7/2019
Kingman,AZ,2018,30288,7/7/2018
Kingman,AZ,2017,29391,7/7/2017
Kingman,AZ,2016,29068,7/7/2016
Kingman,AZ,2015,28842,7/7/2015
Kingman,AZ,2014,28532,7/7/2014
Kingman,AZ,2013,28417,7/7/2013
Kingman,AZ,2012,28372,7/7/2012
Kingman,AZ,2011,28320,7/7/2011
Kingman,AZ,2010,28139,7/7/2010
Kingman,AZ,2009,27521,7/7/2009
Kingman,AZ,2008,27519,7/7/2008
Kingman,AZ,2007,27435,7/7/2007
Kingman,AZ,2006,26886,7/7/2006
Kingman,AZ,2005,25160,7/7/2005
Kingman,AZ,2004,23872,7/7/2004
Kingman,AZ,2003,22828,7/7/2003
Kingman,AZ,2002,22039,7/7/2002
Kingman,AZ,2001,21393,7/7/2001
Kingman,AZ,2000,21036,7/7/2000
Kino Springs,AZ,2021,172,7/7/2021
Kino Springs,AZ,2020,166,7/7/2020
Klagetoh,AZ,2021,169,7/7/2021
Klagetoh,AZ,2020,181,7/7/2020
Kohatk,AZ,2021,39,7/7/2021
Kohatk,AZ,2020,37,7/7/2020
Kohls Ranch,AZ,2021,26,7/7/2021
Kohls Ranch,AZ,2020,30,7/7/2020
Komatke,AZ,2021,1051,7/7/2021
Komatke,AZ,2020,1013,7/7/2020
Kykotsmovi Village,AZ,2021,734,7/7/2021
Kykotsmovi Village,AZ,2020,736,7/7/2020
La Paz Valley,AZ,2021,302,7/7/2021
La Paz Valley,AZ,2020,368,7/7/2020
Lake Havasu City,AZ,2021,58068,7/7/2021
Lake Havasu City,AZ,2020,57144,7/7/2020
Lake Havasu City,AZ,2019,55865,7/7/2019
Lake Havasu City,AZ,2018,55020,7/7/2018
Lake Havasu City,AZ,2017,54380,7/7/2017
Lake Havasu City,AZ,2016,53800,7/7/2016
Lake Havasu City,AZ,2015,53399,7/7/2015
Lake Havasu City,AZ,2014,53030,7/7/2014
Lake Havasu City,AZ,2013,52786,7/7/2013
Lake Havasu City,AZ,2012,52794,7/7/2012
Lake Havasu City,AZ,2011,52789,7/7/2011
Lake Havasu City,AZ,2010,52578,7/7/2010
Lake Havasu City,AZ,2009,55657,7/7/2009
Lake Havasu City,AZ,2008,55848,7/7/2008
Lake Havasu City,AZ,2007,55979,7/7/2007
Lake Havasu City,AZ,2006,55459,7/7/2006
Lake Havasu City,AZ,2005,54363,7/7/2005
Lake Havasu City,AZ,2004,52416,7/7/2004
Lake Havasu City,AZ,2003,49107,7/7/2003
Lake Havasu City,AZ,2002,46350,7/7/2002
Lake Havasu City,AZ,2001,43974,7/7/2001
Lake Havasu City,AZ,2000,42406,7/7/2000
Lake Montezuma,AZ,2021,5191,7/7/2021
Lake Montezuma,AZ,2020,5111,7/7/2020
Lake of the Woods,AZ,2021,3558,7/7/2021
Lake of the Woods,AZ,2020,3648,7/7/2020
Lazy Y U,AZ,2021,484,7/7/2021
Lazy Y U,AZ,2020,474,7/7/2020
LeChee,AZ,2021,1194,7/7/2021
LeChee,AZ,2020,1236,7/7/2020
Leupp,AZ,2021,930,7/7/2021
Leupp,AZ,2020,934,7/7/2020
Linden,AZ,2021,2792,7/7/2021
Linden,AZ,2020,2760,7/7/2020
Litchfield Park,AZ,2021,7121,7/7/2021
Litchfield Park,AZ,2020,6847,7/7/2020
Litchfield Park,AZ,2019,6436,7/7/2019
Litchfield Park,AZ,2018,6292,7/7/2018
Litchfield Park,AZ,2017,6045,7/7/2017
Litchfield Park,AZ,2016,5870,7/7/2016
Litchfield Park,AZ,2015,5715,7/7/2015
Litchfield Park,AZ,2014,5556,7/7/2014
Litchfield Park,AZ,2013,5391,7/7/2013
Litchfield Park,AZ,2012,5182,7/7/2012
Litchfield Park,AZ,2011,4997,7/7/2011
Litchfield Park,AZ,2010,4899,7/7/2010
Litchfield Park,AZ,2009,5178,7/7/2009
Litchfield Park,AZ,2008,5132,7/7/2008
Litchfield Park,AZ,2007,5088,7/7/2007
Litchfield Park,AZ,2006,4943,7/7/2006
Litchfield Park,AZ,2005,4361,7/7/2005
Litchfield Park,AZ,2004,3964,7/7/2004
Litchfield Park,AZ,2003,3903,7/7/2003
Litchfield Park,AZ,2002,3877,7/7/2002
Litchfield Park,AZ,2001,3864,7/7/2001
Litchfield Park,AZ,2000,3822,7/7/2000
Littlefield,AZ,2021,246,7/7/2021
Littlefield,AZ,2020,256,7/7/2020
Low Mountain,AZ,2021,605,7/7/2021
Low Mountain,AZ,2020,631,7/7/2020
Lower Santan Village,AZ,2021,449,7/7/2021
Lower Santan Village,AZ,2020,437,7/7/2020
Lukachukai,AZ,2021,1368,7/7/2021
Lukachukai,AZ,2020,1424,7/7/2020
Lun,AZ,2021,17,7/7/2021
Lun,AZ,2020,19,7/7/2020
Maish Vaya,AZ,2021,123,7/7/2021
Maish Vaya,AZ,2020,129,7/7/2020
Mammoth,AZ,2021,1006,7/7/2021
Mammoth,AZ,2020,1076,7/7/2020
Mammoth,AZ,2019,1687,7/7/2019
Mammoth,AZ,2018,1663,7/7/2018
Mammoth,AZ,2017,1634,7/7/2017
Mammoth,AZ,2016,1605,7/7/2016
Mammoth,AZ,2015,1569,7/7/2015
Mammoth,AZ,2014,1542,7/7/2014
Mammoth,AZ,2013,1496,7/7/2013
Mammoth,AZ,2012,1495,7/7/2012
Mammoth,AZ,2011,1488,7/7/2011
Mammoth,AZ,2010,1503,7/7/2010
Mammoth,AZ,2009,2701,7/7/2009
Mammoth,AZ,2008,2599,7/7/2008
Mammoth,AZ,2007,2447,7/7/2007
Mammoth,AZ,2006,2255,7/7/2006
Mammoth,AZ,2005,2155,7/7/2005
Mammoth,AZ,2004,2046,7/7/2004
Mammoth,AZ,2003,1962,7/7/2003
Mammoth,AZ,2002,1881,7/7/2002
Mammoth,AZ,2001,1824,7/7/2001
Mammoth,AZ,2000,1774,7/7/2000
Many Farms,AZ,2021,1223,7/7/2021
Many Farms,AZ,2020,1243,7/7/2020
Marana,AZ,2021,55298,7/7/2021
Marana,AZ,2020,51908,7/7/2020
Marana,AZ,2019,49030,7/7/2019
Marana,AZ,2018,46909,7/7/2018
Marana,AZ,2017,44968,7/7/2017
Marana,AZ,2016,43452,7/7/2016
Marana,AZ,2015,41977,7/7/2015
Marana,AZ,2014,40549,7/7/2014
Marana,AZ,2013,38427,7/7/2013
Marana,AZ,2012,36800,7/7/2012
Marana,AZ,2011,35597,7/7/2011
Marana,AZ,2010,34758,7/7/2010
Marana,AZ,2009,35124,7/7/2009
Marana,AZ,2008,34403,7/7/2008
Marana,AZ,2007,32989,7/7/2007
Marana,AZ,2006,31019,7/7/2006
Marana,AZ,2005,26859,7/7/2005
Marana,AZ,2004,23754,7/7/2004
Marana,AZ,2003,20942,7/7/2003
Marana,AZ,2002,18533,7/7/2002
Marana,AZ,2001,16045,7/7/2001
Marana,AZ,2000,14379,7/7/2000
Maricopa,AZ,2021,61053,7/7/2021
Maricopa,AZ,2020,58125,7/7/2020
Maricopa,AZ,2019,52127,7/7/2019
Maricopa,AZ,2018,50028,7/7/2018
Maricopa,AZ,2017,48002,7/7/2017
Maricopa,AZ,2016,46914,7/7/2016
Maricopa,AZ,2015,46109,7/7/2015
Maricopa,AZ,2014,45543,7/7/2014
Maricopa,AZ,2013,44814,7/7/2013
Maricopa,AZ,2012,44030,7/7/2012
Maricopa,AZ,2011,43866,7/7/2011
Maricopa,AZ,2010,43686,7/7/2010
Maricopa,AZ,2009,44691,7/7/2009
Maricopa,AZ,2008,44866,7/7/2008
Maricopa,AZ,2007,37549,7/7/2007
Maricopa,AZ,2006,30370,7/7/2006
Maricopa,AZ,2005,10500,7/7/2005
Maricopa,AZ,2004,5824,7/7/2004
Maricopa,AZ,2003,4281,7/7/2003
Maricopa,AZ,2002,3173,7/7/2002
Maricopa,AZ,2001,2358,7/7/2001
Maricopa,AZ,2000,1748,7/7/2000
Maricopa Colony,AZ,2021,882,7/7/2021
Maricopa Colony,AZ,2020,854,7/7/2020
Martinez Lake,AZ,2021,-46,7/7/2021
Martinez Lake,AZ,2020,94,7/7/2020
Mayer,AZ,2021,1570,7/7/2021
Mayer,AZ,2020,1558,7/7/2020
McConnico,AZ,2021,61,7/7/2021
McConnico,AZ,2020,63,7/7/2020
McNary,AZ,2021,476,7/7/2021
McNary,AZ,2020,484,7/7/2020
McNeal,AZ,2021,170,7/7/2021
McNeal,AZ,2020,182,7/7/2020
Mead Ranch,AZ,2021,42,7/7/2021
Mead Ranch,AZ,2020,42,7/7/2020
Meadview,AZ,2021,1460,7/7/2021
Meadview,AZ,2020,1420,7/7/2020
Mesa,AZ,2021,517302,7/7/2021
Mesa,AZ,2020,504258,7/7/2020
Mesa,AZ,2019,518012,7/7/2019
Mesa,AZ,2018,507945,7/7/2018
Mesa,AZ,2017,500021,7/7/2017
Mesa,AZ,2016,490695,7/7/2016
Mesa,AZ,2015,481811,7/7/2015
Mesa,AZ,2014,473132,7/7/2014
Mesa,AZ,2013,464803,7/7/2013
Mesa,AZ,2012,456968,7/7/2012
Mesa,AZ,2011,447681,7/7/2011
Mesa,AZ,2010,440993,7/7/2010
Mesa,AZ,2009,467157,7/7/2009
Mesa,AZ,2008,463829,7/7/2008
Mesa,AZ,2007,460493,7/7/2007
Mesa,AZ,2006,456449,7/7/2006
Mesa,AZ,2005,450948,7/7/2005
Mesa,AZ,2004,443733,7/7/2004
Mesa,AZ,2003,435391,7/7/2003
Mesa,AZ,2002,427923,7/7/2002
Mesa,AZ,2001,416301,7/7/2001
Mesa,AZ,2000,402853,7/7/2000
Mesa del Caballo,AZ,2021,785,7/7/2021
Mesa del Caballo,AZ,2020,781,7/7/2020
Mescal,AZ,2021,1739,7/7/2021
Mescal,AZ,2020,1751,7/7/2020
Mesquite Creek,AZ,2021,401,7/7/2021
Mesquite Creek,AZ,2020,403,7/7/2020
Miami,AZ,2021,1481,7/7/2021
Miami,AZ,2020,1541,7/7/2020
Miami,AZ,2019,1780,7/7/2019
Miami,AZ,2018,1782,7/7/2018
Miami,AZ,2017,1784,7/7/2017
Miami,AZ,2016,1784,7/7/2016
Miami,AZ,2015,1781,7/7/2015
Miami,AZ,2014,1786,7/7/2014
Miami,AZ,2013,1799,7/7/2013
Miami,AZ,2012,1803,7/7/2012
Miami,AZ,2011,1822,7/7/2011
Miami,AZ,2010,1833,7/7/2010
Miami,AZ,2009,1765,7/7/2009
Miami,AZ,2008,1779,7/7/2008
Miami,AZ,2007,1796,7/7/2007
Miami,AZ,2006,1798,7/7/2006
Miami,AZ,2005,1806,7/7/2005
Miami,AZ,2004,1823,7/7/2004
Miami,AZ,2003,1845,7/7/2003
Miami,AZ,2002,1878,7/7/2002
Miami,AZ,2001,1897,7/7/2001
Miami,AZ,2000,1931,7/7/2000
Miracle Valley,AZ,2021,557,7/7/2021
Miracle Valley,AZ,2020,571,7/7/2020
Moccasin,AZ,2021,45,7/7/2021
Moccasin,AZ,2020,53,7/7/2020
Moenkopi,AZ,2021,733,7/7/2021
Moenkopi,AZ,2020,771,7/7/2020
Mohave Valley,AZ,2021,2709,7/7/2021
Mohave Valley,AZ,2020,2693,7/7/2020
Mojave Ranch Estates,AZ,2021,53,7/7/2021
Mojave Ranch Estates,AZ,2020,53,7/7/2020
Morenci,AZ,2021,2136,7/7/2021
Morenci,AZ,2020,2028,7/7/2020
Mountainaire,AZ,2021,1058,7/7/2021
Mountainaire,AZ,2020,1068,7/7/2020
Munds Park,AZ,2021,1188,7/7/2021
Munds Park,AZ,2020,1096,7/7/2020
Naco,AZ,2021,780,7/7/2021
Naco,AZ,2020,824,7/7/2020
Nazlini,AZ,2021,509,7/7/2021
Nazlini,AZ,2020,505,7/7/2020
Nelson,AZ,2021,247,7/7/2021
Nelson,AZ,2020,249,7/7/2020
New Kingman-Butler,AZ,2021,13061,7/7/2021
New Kingman-Butler,AZ,2020,12907,7/7/2020
New River,AZ,2021,17758,7/7/2021
New River,AZ,2020,17290,7/7/2020
Nogales,AZ,2021,19556,7/7/2021
Nogales,AZ,2020,19770,7/7/2020
Nogales,AZ,2019,20103,7/7/2019
Nogales,AZ,2018,20139,7/7/2018
Nogales,AZ,2017,20233,7/7/2017
Nogales,AZ,2016,20189,7/7/2016
Nogales,AZ,2015,20308,7/7/2015
Nogales,AZ,2014,20399,7/7/2014
Nogales,AZ,2013,20591,7/7/2013
Nogales,AZ,2012,20801,7/7/2012
Nogales,AZ,2011,20871,7/7/2011
Nogales,AZ,2010,20812,7/7/2010
Nogales,AZ,2009,20017,7/7/2009
Nogales,AZ,2008,19752,7/7/2008
Nogales,AZ,2007,19868,7/7/2007
Nogales,AZ,2006,20311,7/7/2006
Nogales,AZ,2005,20421,7/7/2005
Nogales,AZ,2004,20339,7/7/2004
Nogales,AZ,2003,20573,7/7/2003
Nogales,AZ,2002,20862,7/7/2002
Nogales,AZ,2001,20852,7/7/2001
Nogales,AZ,2000,20900,7/7/2000
Nolic,AZ,2021,8,7/7/2021
Nolic,AZ,2020,12,7/7/2020
North Fork,AZ,2021,1477,7/7/2021
North Fork,AZ,2020,1467,7/7/2020
Nutrioso,AZ,2021,41,7/7/2021
Nutrioso,AZ,2020,39,7/7/2020
Oak Springs,AZ,2021,52,7/7/2021
Oak Springs,AZ,2020,54,7/7/2020
Oatman,AZ,2021,96,7/7/2021
Oatman,AZ,2020,102,7/7/2020
Oljato-Monument Valley,AZ,2021,107,7/7/2021
Oljato-Monument Valley,AZ,2020,115,7/7/2020
Oracle,AZ,2021,2923,7/7/2021
Oracle,AZ,2020,3051,7/7/2020
Orange Grove Mobile Manor,AZ,2021,475,7/7/2021
Orange Grove Mobile Manor,AZ,2020,495,7/7/2020
Oro Valley,AZ,2021,48282,7/7/2021
Oro Valley,AZ,2020,47070,7/7/2020
Oro Valley,AZ,2019,46044,7/7/2019
Oro Valley,AZ,2018,45315,7/7/2018
Oro Valley,AZ,2017,44543,7/7/2017
Oro Valley,AZ,2016,43782,7/7/2016
Oro Valley,AZ,2015,43420,7/7/2015
Oro Valley,AZ,2014,41894,7/7/2014
Oro Valley,AZ,2013,41609,7/7/2013
Oro Valley,AZ,2012,41365,7/7/2012
Oro Valley,AZ,2011,41250,7/7/2011
Oro Valley,AZ,2010,41078,7/7/2010
Oro Valley,AZ,2009,44003,7/7/2009
Oro Valley,AZ,2008,43333,7/7/2008
Oro Valley,AZ,2007,42488,7/7/2007
Oro Valley,AZ,2006,41625,7/7/2006
Oro Valley,AZ,2005,40115,7/7/2005
Oro Valley,AZ,2004,38981,7/7/2004
Oro Valley,AZ,2003,37763,7/7/2003
Oro Valley,AZ,2002,36755,7/7/2002
Oro Valley,AZ,2001,35221,7/7/2001
Oro Valley,AZ,2000,32761,7/7/2000
Oxbow Estates,AZ,2021,194,7/7/2021
Oxbow Estates,AZ,2020,198,7/7/2020
Padre Ranchitos,AZ,2021,125,7/7/2021
Padre Ranchitos,AZ,2020,133,7/7/2020
Page,AZ,2021,7478,7/7/2021
Page,AZ,2020,7440,7/7/2020
Page,AZ,2019,7529,7/7/2019
Page,AZ,2018,7531,7/7/2018
Page,AZ,2017,7548,7/7/2017
Page,AZ,2016,7547,7/7/2016
Page,AZ,2015,7502,7/7/2015
Page,AZ,2014,7505,7/7/2014
Page,AZ,2013,7476,7/7/2013
Page,AZ,2012,7410,7/7/2012
Page,AZ,2011,7409,7/7/2011
Page,AZ,2010,7380,7/7/2010
Page,AZ,2009,7073,7/7/2009
Page,AZ,2008,6998,7/7/2008
Page,AZ,2007,6972,7/7/2007
Page,AZ,2006,6944,7/7/2006
Page,AZ,2005,6893,7/7/2005
Page,AZ,2004,6889,7/7/2004
Page,AZ,2003,6891,7/7/2003
Page,AZ,2002,6910,7/7/2002
Page,AZ,2001,6848,7/7/2001
Page,AZ,2000,6822,7/7/2000
Palominas,AZ,2021,224,7/7/2021
Palominas,AZ,2020,222,7/7/2020
Paradise Valley,AZ,2021,12626,7/7/2021
Paradise Valley,AZ,2020,12658,7/7/2020
Paradise Valley,AZ,2019,14637,7/7/2019
Paradise Valley,AZ,2018,14454,7/7/2018
Paradise Valley,AZ,2017,14344,7/7/2017
Paradise Valley,AZ,2016,14218,7/7/2016
Paradise Valley,AZ,2015,14106,7/7/2015
Paradise Valley,AZ,2014,13810,7/7/2014
Paradise Valley,AZ,2013,13567,7/7/2013
Paradise Valley,AZ,2012,13323,7/7/2012
Paradise Valley,AZ,2011,13032,7/7/2011
Paradise Valley,AZ,2010,12784,7/7/2010
Paradise Valley,AZ,2009,15184,7/7/2009
Paradise Valley,AZ,2008,15002,7/7/2008
Paradise Valley,AZ,2007,14783,7/7/2007
Paradise Valley,AZ,2006,14454,7/7/2006
Paradise Valley,AZ,2005,14268,7/7/2005
Paradise Valley,AZ,2004,14086,7/7/2004
Paradise Valley,AZ,2003,13994,7/7/2003
Paradise Valley,AZ,2002,13943,7/7/2002
Paradise Valley,AZ,2001,13840,7/7/2001
Paradise Valley,AZ,2000,13694,7/7/2000
Parker,AZ,2021,3483,7/7/2021
Parker,AZ,2020,3417,7/7/2020
Parker,AZ,2019,3207,7/7/2019
Parker,AZ,2018,3192,7/7/2018
Parker,AZ,2017,3077,7/7/2017
Parker,AZ,2016,3071,7/7/2016
Parker,AZ,2015,3081,7/7/2015
Parker,AZ,2014,3096,7/7/2014
Parker,AZ,2013,3097,7/7/2013
Parker,AZ,2012,3033,7/7/2012
Parker,AZ,2011,3124,7/7/2011
Parker,AZ,2010,3060,7/7/2010
Parker,AZ,2009,3120,7/7/2009
Parker,AZ,2008,3116,7/7/2008
Parker,AZ,2007,3134,7/7/2007
Parker,AZ,2006,3145,7/7/2006
Parker,AZ,2005,3158,7/7/2005
Parker,AZ,2004,3114,7/7/2004
Parker,AZ,2003,3067,7/7/2003
Parker,AZ,2002,3040,7/7/2002
Parker,AZ,2001,3085,7/7/2001
Parker,AZ,2000,3124,7/7/2000
Parker Strip,AZ,2021,613,7/7/2021
Parker Strip,AZ,2020,621,7/7/2020
Parks,AZ,2021,1420,7/7/2021
Parks,AZ,2020,1382,7/7/2020
Patagonia,AZ,2021,782,7/7/2021
Patagonia,AZ,2020,804,7/7/2020
Patagonia,AZ,2019,874,7/7/2019
Patagonia,AZ,2018,879,7/7/2018
Patagonia,AZ,2017,886,7/7/2017
Patagonia,AZ,2016,886,7/7/2016
Patagonia,AZ,2015,892,7/7/2015
Patagonia,AZ,2014,897,7/7/2014
Patagonia,AZ,2013,903,7/7/2013
Patagonia,AZ,2012,910,7/7/2012
Patagonia,AZ,2011,916,7/7/2011
Patagonia,AZ,2010,912,7/7/2010
Patagonia,AZ,2008,795,7/7/2008
Patagonia,AZ,2007,799,7/7/2007
Patagonia,AZ,2006,818,7/7/2006
Patagonia,AZ,2005,835,7/7/2005
Patagonia,AZ,2004,844,7/7/2004
Patagonia,AZ,2003,859,7/7/2003
Patagonia,AZ,2002,875,7/7/2002
Patagonia,AZ,2001,887,7/7/2001
Patagonia,AZ,2000,902,7/7/2000
Paulden,AZ,2021,5635,7/7/2021
Paulden,AZ,2020,5567,7/7/2020
Payson,AZ,2021,16561,7/7/2021
Payson,AZ,2020,16351,7/7/2020
Payson,AZ,2019,15813,7/7/2019
Payson,AZ,2018,15673,7/7/2018
Payson,AZ,2017,15542,7/7/2017
Payson,AZ,2016,15422,7/7/2016
Payson,AZ,2015,15259,7/7/2015
Payson,AZ,2014,15244,7/7/2014
Payson,AZ,2013,15207,7/7/2013
Payson,AZ,2012,15155,7/7/2012
Payson,AZ,2011,15248,7/7/2011
Payson,AZ,2010,15319,7/7/2010
Payson,AZ,2009,15547,7/7/2009
Payson,AZ,2008,15473,7/7/2008
Payson,AZ,2007,15409,7/7/2007
Payson,AZ,2006,15039,7/7/2006
Payson,AZ,2005,14458,7/7/2005
Payson,AZ,2004,14265,7/7/2004
Payson,AZ,2003,14099,7/7/2003
Payson,AZ,2002,14007,7/7/2002
Payson,AZ,2001,13818,7/7/2001
Payson,AZ,2000,13681,7/7/2000
Peach Springs,AZ,2021,1100,7/7/2021
Peach Springs,AZ,2020,1098,7/7/2020
Peeples Valley,AZ,2021,513,7/7/2021
Peeples Valley,AZ,2020,499,7/7/2020
Peoria,AZ,2021,198369,7/7/2021
Peoria,AZ,2020,190985,7/7/2020
Peoria,AZ,2019,175961,7/7/2019
Peoria,AZ,2018,172263,7/7/2018
Peoria,AZ,2017,168192,7/7/2017
Peoria,AZ,2016,164212,7/7/2016
Peoria,AZ,2015,160431,7/7/2015
Peoria,AZ,2014,157770,7/7/2014
Peoria,AZ,2013,156354,7/7/2013
Peoria,AZ,2012,155326,7/7/2012
Peoria,AZ,2011,155014,7/7/2011
Peoria,AZ,2010,154846,7/7/2010
Peoria,AZ,2009,163226,7/7/2009
Peoria,AZ,2008,158572,7/7/2008
Peoria,AZ,2007,154636,7/7/2007
Peoria,AZ,2006,148998,7/7/2006
Peoria,AZ,2005,140224,7/7/2005
Peoria,AZ,2004,134817,7/7/2004
Peoria,AZ,2003,129097,7/7/2003
Peoria,AZ,2002,124615,7/7/2002
Peoria,AZ,2001,118494,7/7/2001
Peoria,AZ,2000,110950,7/7/2000
Peridot,AZ,2021,1300,7/7/2021
Peridot,AZ,2020,1308,7/7/2020
Phoenix,AZ,2021,1640641,7/7/2021
Phoenix,AZ,2020,1608139,7/7/2020
Phoenix,AZ,2019,1680992,7/7/2019
Phoenix,AZ,2018,1654675,7/7/2018
Phoenix,AZ,2017,1633560,7/7/2017
Phoenix,AZ,2016,1612199,7/7/2016
Phoenix,AZ,2015,1583690,7/7/2015
Phoenix,AZ,2014,1555445,7/7/2014
Phoenix,AZ,2013,1526491,7/7/2013
Phoenix,AZ,2012,1499274,7/7/2012
Phoenix,AZ,2011,1469796,7/7/2011
Phoenix,AZ,2010,1449038,7/7/2010
Phoenix,AZ,2009,1593659,7/7/2009
Phoenix,AZ,2008,1569917,7/7/2008
